iter	MultiClass
157	0.316611819
158	0.3155654542
159	0.3144801448
160	0.3130803416
161	0.3118071859
162	0.3098699214
163	0.3085011807
164	0.3074923154
165	0.3064171592
166	0.3045738009
167	0.3032248535
168	0.3022699491
169	0.3006456219
170	0.299425232
171	0.2980140735
172	0.2967908466
173	0.2950435835
174	0.2939811774
175	0.292453959
176	0.2913714751
177	0.2901689293
178	0.2885182662
179	0.2871611262
180	0.2862104625
181	0.2849395998
182	0.2835844241
183	0.2823198646
184	0.281074259
185	0.2794022402
186	0.2781837139
187	0.2768766469
188	0.2754539287
189	0.2743389216
190	0.2729035893
191	0.2714129214
192	0.2695889421
193	0.2685713594
194	0.2674359977
195	0.2662249352
196	0.2650202745
197	0.2637477416
198	0.2626294373
199	0.2615819472
200	0.2605954508
201	0.2595420314
202	0.2582277814
203	0.2568242151
204	0.2549762166
205	0.2534374245
206	0.252291876
207	0.2514061333
208	0.2505438868
209	0.2490682177
210	0.2479866679
211	0.2471541514
212	0.2461288985
213	0.2445162611
214	0.2435464116
215	0.2421192501
216	0.2413924266
217	0.2405023141
218	0.2394506731
219	0.2382726262
220	0.2366518382
221	0.2354340462
222	0.234393984
223	0.2329326669
224	0.2321248277
225	0.2312743306
226	0.2299960416
227	0.2290085054
228	0.2280570949
229	0.2268735764
230	0.225742205
231	0.224699406
232	0.224072278
233	0.2231501116
234	0.2218391164
235	0.221004837
236	0.2201040923
237	0.2191727639
238	0.218314093
239	0.2178872767
240	0.2169374692
241	0.2159022329
242	0.2147751026
243	0.2142319808
244	0.2133008895
245	0.2124745898
246	0.2118309073
247	0.2107606372
248	0.2097178381
249	0.2090395758
250	0.2080889402
251	0.2070526705
252	0.2060668967
253	0.2048918758
254	0.2035694343
255	0.202787961
256	0.2020216653
257	0.201088289
258	0.2002440145
259	0.1993935826
260	0.1986756489
261	0.1977801372
262	0.1970449766
263	0.1960023287
264	0.1949642428
265	0.1939438727
266	0.1929093857
267	0.1922236542
268	0.1916223799
269	0.1905250818
270	0.1895602173
271	0.1889019184
272	0.1880309949
273	0.1868498698
274	0.1861292101
275	0.1855392407
276	0.1848165488
277	0.1842376919
278	0.1834817448
279	0.1826420262
280	0.1820848029
281	0.1808776813
282	0.1799690079
283	0.1791749605
284	0.1785705111
285	0.1777067614
286	0.1766482762
287	0.175699596
288	0.1748274565
289	0.173986831
290	0.1732955635
291	0.172465351
292	0.1717182567
293	0.1704333642
294	0.1695839229
295	0.1687252676
296	0.1677462625
297	0.166895929
298	0.1661799326
299	0.1654920323
300	0.1651233124
301	0.1641472008
302	0.1634276346
303	0.1627001994
304	0.1621423696
305	0.1613581028
306	0.1604949673
307	0.159964245
308	0.1592465289
309	0.1586783456
310	0.1577371795
311	0.1572277281
312	0.1565453117
313	0.1558484568
314	0.1545975182
315	0.1539655144
316	0.1530682845
317	0.1524234692
318	0.1517658288
319	0.1512166853
320	0.1503588475
321	0.1496785116
322	0.1492354525
323	0.1487286702
324	0.1480357753
325	0.147489042
326	0.1467352434
327	0.1461066311
328	0.1456927052
329	0.1452131936
330	0.1444831649
331	0.1438548769
332	0.1432329864
333	0.1426119879
334	0.1420263746
335	0.1414628187
336	0.1408245463
337	0.1403041369
338	0.1398158254
339	0.1392438688
340	0.1385944296
341	0.1381010096
342	0.1374952904
343	0.136841156
344	0.1362501077
345	0.1356314755
346	0.1352145531
347	0.1347216533
348	0.1341082244
349	0.1334218883
350	0.1329113725
351	0.1326143245
352	0.131962821
353	0.1313152168
354	0.1308881879
355	0.130329193
356	0.1297485769
357	0.1293479685
358	0.1288752482
359	0.128294568
360	0.1278723524
361	0.1273685903
362	0.1269409177
363	0.1263412303
364	0.1257401488
365	0.125185483
366	0.1248524827
367	0.1243185772
368	0.1238033396
369	0.1234231925
370	0.1227490595
371	0.1223204056
372	0.1220781264
373	0.1215249163
374	0.1208815238
375	0.1205248208
376	0.120044101
377	0.1195733414
378	0.119213526
379	0.1187253046
380	0.118261139
381	0.117813776
382	0.1174150653
383	0.1169026231
384	0.1164560841
385	0.1158700835
386	0.115567028
387	0.1148467043
388	0.1145986119
389	0.1142786502
390	0.113618954
391	0.1133356986
392	0.1128891046
393	0.1121263458
394	0.1117098821
395	0.1111664912
396	0.1106215815
397	0.1101065141
398	0.1096041545
399	0.109253187
400	0.1087877918
401	0.1083759014
402	0.1078738093
403	0.1075805289
404	0.1072631165
405	0.1068064521
406	0.1063128253
407	0.1058847938
408	0.1053788767
409	0.1050016837
410	0.1045155914
411	0.103952524
412	0.1035670998
413	0.1029294082
414	0.1024707975
415	0.1020240311
416	0.1017435989
417	0.1014587434
418	0.1010185917
419	0.1006858231
420	0.1004418085
421	0.1000274025
422	0.09968028832
423	0.0990884716
424	0.09868858433
425	0.09838189762
426	0.09794101707
427	0.09750329733
428	0.0972158241
429	0.09695131505
430	0.09642302172
431	0.0961945439
432	0.0959527294
433	0.09566354559
434	0.09532567111
435	0.09498297143
436	0.09458037537
437	0.09389756085
438	0.09356120667
439	0.09311350543
440	0.09289658295
441	0.09259905289
442	0.09212039126
443	0.09171855273
444	0.09142019942
445	0.09091518631
446	0.09063980953
447	0.09020888762
448	0.08996670142
449	0.08958826438
450	0.0893306508
451	0.08879479761
452	0.0883591805
453	0.08796528826
454	0.08754084647
455	0.0872675094
456	0.08693322522
457	0.08645233071
458	0.08613871135
459	0.085874486
460	0.08559499244
461	0.08533371066
462	0.08496069856
463	0.08474446862
464	0.08437934338
465	0.08396364575
466	0.08356429632
467	0.08319521742
468	0.08262266903
469	0.08234585297
470	0.08193418518
471	0.08157608559
472	0.081301373
473	0.08094340688
474	0.08063423143
475	0.08046224567
476	0.0800649163
477	0.07987932577
478	0.0794405028
479	0.07916015949
480	0.07867338318
481	0.07834301511
482	0.07795263824
483	0.07758460299
484	0.07719064445
485	0.076991699
486	0.07662483853
487	0.07622830702
488	0.07587108179
489	0.07554322942
490	0.07513653765
491	0.07489339093
492	0.07465665577
493	0.07446714299
494	0.07418882108
495	0.07389965875
496	0.07359578869
497	0.07329922096
498	0.07293152266
499	0.07258462445
500	0.07231384483
501	0.07215271859
502	0.07175425723
503	0.0715218845
504	0.07135226696
505	0.07092835825
506	0.07069957662
507	0.07038682125
508	0.07005266605
509	0.06985330322
510	0.06964892633
511	0.06949630772
512	0.06930871476
513	0.06889650297
514	0.06858261112
515	0.06832377812
516	0.06794696641
517	0.06759289219
518	0.06733793588
519	0.06710382026
520	0.06684108387
521	0.06657976419
522	0.06634852931
523	0.06620226678
524	0.06592337077
525	0.06556671053
526	0.06527400393
527	0.06507766696
528	0.06493794365
529	0.06474521024
530	0.06442656848
531	0.06426660931
532	0.06396080394
533	0.06369709534
534	0.06333040012
535	0.06305612823
536	0.06281082634
537	0.06250459349
538	0.06213601433
539	0.0619480188
540	0.06168503039
541	0.06134659757
542	0.06117729894
543	0.06091947292
544	0.06063236126
545	0.060445422
546	0.06026012231
547	0.05992823172
548	0.05968818807
549	0.05934212905
550	0.05910538566
551	0.05882466722
552	0.05862408819
553	0.05845248523
554	0.05815779438
555	0.05780679112
556	0.05762154961
557	0.05742386557
558	0.0572695335
559	0.05708248069
560	0.05688209031
561	0.05668058551
562	0.05646960842
563	0.05620209553
564	0.05600360063
565	0.05581927272
566	0.05558429705
567	0.05539510936
568	0.05507791021
569	0.05476752003
570	0.05460824212
571	0.05441037733
572	0.0542168534
573	0.05401598077
574	0.05377969859
575	0.05357674122
576	0.05345802678
577	0.0532391807
578	0.05305137478
579	0.05286212219
580	0.05262093231
581	0.05234121443
582	0.05207796386
583	0.05190280032
584	0.05169048589
585	0.0515237928
586	0.0513631138
587	0.05121870739
588	0.05095938557
589	0.05069579558
590	0.05051038123
591	0.05034400768
592	0.05019308006
593	0.05003976176
594	0.04983442412
595	0.04968727419
596	0.0495875506
597	0.04944964177
598	0.04924464214
599	0.04912061827
600	0.04892918026
601	0.0487958376
602	0.04852560104
603	0.04839421383
604	0.04824300559
605	0.04804305845
606	0.04782896653
607	0.04764458088
608	0.04748124962
609	0.04732598975
610	0.04718466607
611	0.04691150674
612	0.04677502411
613	0.04654847926
614	0.04644001033
615	0.04631755213
616	0.04610151374
617	0.04593429287
618	0.04577134349
619	0.04565792997
620	0.04547394904
621	0.04528628801
622	0.04506747755
623	0.0448440175
624	0.04473783737
625	0.04464905553
626	0.04452204131
627	0.04433007698
628	0.04415606861
629	0.04396883797
630	0.04382968819
631	0.04364951939
632	0.04344115074
633	0.0433013909
634	0.04316565229
635	0.04301443515
636	0.042864888
637	0.04273660926
638	0.04263892319
639	0.04253699391
640	0.04243406622
641	0.04225163295
642	0.04203367103
643	0.04187585989
644	0.0417015984
645	0.04158658108
646	0.04136343388
647	0.04119679506
648	0.0409928288
649	0.04085284052
650	0.04068983783
651	0.04051616389
652	0.04039944801
653	0.04025679413
654	0.04013920756
655	0.03996764419
656	0.03984267413
657	0.0397270111
658	0.03954205386
659	0.03931311331
660	0.03915821619
661	0.03894930603
662	0.0388212388
663	0.03870562236
664	0.03856126582
665	0.03842312988
666	0.03831971493
667	0.03817327277
668	0.03804190577
669	0.03796572874
670	0.03781566027
671	0.03765085066
672	0.0375421331
673	0.03737874904
674	0.03721289946
675	0.03703006156
676	0.03692458553
677	0.03677923501
678	0.03659104408
679	0.03641485978
680	0.03619636198
681	0.0359533602
682	0.03580468042
683	0.03563851179
684	0.03556716343
685	0.03540101444
686	0.03524183796
687	0.0350938754
688	0.03497231593
689	0.03484339633
690	0.03473997016
691	0.03462605708
692	0.03454094748
693	0.03445702537
694	0.03428981835
695	0.03421254335
696	0.03409367067
697	0.03397133877
698	0.03381321952
699	0.03366821082
700	0.03356302206
701	0.0334371343
702	0.03334067076
703	0.03325988111
704	0.0330817297
705	0.03295932177
706	0.03287105785
707	0.03277400072
708	0.03259554547
709	0.0325242916
710	0.03234606895
711	0.03225041289
712	0.03215253522
713	0.03203828263
714	0.03193749838
715	0.0318237892
716	0.03172353612
717	0.03157631578
718	0.03139138744
719	0.03128165545
720	0.03115344645
721	0.03105042061
722	0.03090894599
723	0.03075278187
724	0.03065893113
725	0.03061463263
726	0.03047371096
727	0.03037794552
728	0.03027420226
729	0.03015416499
730	0.02999073222
731	0.02989667113
732	0.02972278208
733	0.02963320035
734	0.02953110951
735	0.02939797355
736	0.02932595609
737	0.02924161442
738	0.0290784529
739	0.02897203561
740	0.02890705058
741	0.02886193587
742	0.02871280283
743	0.02861830129
744	0.0284865335
745	0.02829592439
746	0.02816714152
747	0.0280202
748	0.02789187528
749	0.0277976199
750	0.02771544271
751	0.02764185911
752	0.02751625214
753	0.02737463095
754	0.02727472493
755	0.0272055511
756	0.02712810875
757	0.02704677502
758	0.02693220713
759	0.0267784319
760	0.02670815736
761	0.02658649207
762	0.02651518179
763	0.02644286764
764	0.02632913211
765	0.02620561689
766	0.02609486029
767	0.02601870803
768	0.02583697746
769	0.02576198586
770	0.02569365904
771	0.02560992378
772	0.02555081787
773	0.0254844336
774	0.02540998699
775	0.02533535898
776	0.02525382738
777	0.02517025099
778	0.02502099737
779	0.02483438614
780	0.02475707703
781	0.02467535185
782	0.02453924857
783	0.02442853484
784	0.02432141533
785	0.02422642747
786	0.0241101322
787	0.02401247809
788	0.02396287681
789	0.02389227119
790	0.02380253201
791	0.02373614534
792	0.02366413336
793	0.02358921541
794	0.02352684072
795	0.02345092909
796	0.0233194058
797	0.0232731202
798	0.02320278904
799	0.02312930271
800	0.02304796871
801	0.02296874475
802	0.02289544438
803	0.02284850051
804	0.02272508207
805	0.02266660113
806	0.02257457151
807	0.02250167212
808	0.02240598768
809	0.02233021016
810	0.02216510366
811	0.02204591094
812	0.02196447749
813	0.02189132444
814	0.02183548319
815	0.0217734777
816	0.02170543251
817	0.02161511741
818	0.02155232264
819	0.02150904614
820	0.02144074111
821	0.02137921207
822	0.02126567289
823	0.02117054553
824	0.02109412776
825	0.02100796581
826	0.02095849078
827	0.02090253567
828	0.02081616688
829	0.02073720884
830	0.02068328483
831	0.02061360502
832	0.0205497504
833	0.02045169309
834	0.02034420131
835	0.02024727981
836	0.02016524922
837	0.02009111431
838	0.02004486377
839	0.0199777382
840	0.019880994
841	0.01982750305
842	0.01973227927
843	0.0196409828
844	0.01955001534
845	0.01946677872
846	0.01940334192
847	0.01930564992
848	0.01922366953
849	0.0191562062
850	0.01911843848
851	0.01904835507
852	0.0189966893
853	0.01891320398
854	0.01879095137
855	0.01874916566
856	0.0186640491
857	0.01859543697
858	0.01849029393
859	0.01838577402
860	0.01831099756
861	0.0182497452
862	0.01818088311
863	0.01812892565
864	0.01805191135
865	0.0180027431
866	0.01792997442
